Action,Price,Mu,Sigma,SimulationResult,ActualPriceAfterTrade,AskPrice,BidPrice,BuyVolume,SellVolume,AskBidSpread,RelativePriceChange,VolumeRatio,RSI_Short,RSI_Long,VolatilityCluster
BUY,107.32127779000815,0.0107293033070544,0.3041729956016928,106.33947814543674,102.51363824522706,108.39449056790824,106.24806501210807,72.79788944994088,48.00359262582289,0.020000000000000007,-0.015364972131781673,1.516509191347798,52.31861085852555,0.0,5.074780300449044
SELL,90.90437340212378,0.0178311194273418,0.350637004437284,107.0509484249194,101.0106336119245,91.81341713614502,89.99532966810254,81.51679801566394,69.25476099336505,0.020000000000000025,-0.13022146274591018,1.177056953697423,42.6496775791524,0.0,6.593461157198585
BUY,90.52733948994504,0.0103025149991256,0.4705530426920347,108.75930462867788,98.14731048425664,91.43261288484449,89.62206609504558,85.60420536192831,68.2369917678355,0.020000000000000056,-0.11480550648520227,1.2545131772607532,44.07068148592246,0.0,7.074968496844285
SELL,97.529267337561,0.0358989885661841,0.1076464377719056,91.7020697223957,100.42754042947482,98.5045600109366,96.55397466418539,70.63204451567606,84.08771637866047,0.01999999999999991,-0.00849483628691916,0.8399805292512503,50.75686493275513,0.0,6.941709957868431
SELL,106.21106661563664,0.0459212219579994,0.2907373873271268,97.71195185026669,107.9314931693802,107.27317728179301,105.14895594948027,60.72688148882277,55.437117568935236,0.020000000000000098,-0.022488727891800453,1.0954191729459166,49.962754030169066,0.0,6.923310251454919
SELL,109.74552258629888,0.0197392918630519,0.3750888169722243,91.42069778088003,93.92588604622134,110.84297781216186,108.64806736043589,88.48729255111468,72.29682524074472,0.01999999999999997,0.022588668772973053,1.223944374379056,53.43848751070615,0.0,7.016558258942122
BUY,93.00833782207056,0.0470813817918522,0.3890827830792914,94.21586203100055,90.45129023410696,93.93842120029126,92.07825444384986,64.27054880986582,66.68927196467678,0.019999999999999896,0.023144809663223853,0.9637314504538392,49.87060141440094,0.0,7.418199523909767
SELL,101.8826143070427,0.0124106956115824,0.3770129726148432,94.58731554075344,107.23329769398202,102.90144045011313,100.86378816397227,53.26404812969203,56.214672040751516,0.020000000000000004,0.1254347568488845,0.9475114980943833,46.40782751422728,0.0,7.408712065006831
BUY,97.61781713262044,0.0473774410722205,0.1537740517632487,99.38214422095156,101.54234164775814,98.59399530394666,96.64163896129423,85.4309124951763,88.84189590009058,0.020000000000000132,0.0009079304856558501,0.9616061388608114,45.130033756818065,0.0,7.435398581661445
SELL,109.39828795629208,0.0240649074895853,0.2197582353486725,95.37124334907286,107.81316910923684,110.492270835855,108.30430507672916,62.33442260815076,66.86827971041564,0.0199999999999999,0.030008373347662154,0.9321971922827763,50.201299868264165,0.0,7.530908486575367
SELL,106.84237846271418,0.0140568331379686,0.2434862101668053,92.01956213635522,101.93890446826344,107.91080224734132,105.77395467808704,72.2643940404794,45.19338153498925,0.02000000000000002,-0.02645341746221852,1.5990039153972448,51.18778197106375,0.0,7.483481349389658
SELL,106.76657409422276,0.029434870367453,0.421774883071802,93.34982178188216,106.20322179919404,107.834239835165,105.69890835328053,52.95984029748883,58.81135079641788,0.02000000000000008,0.1479247623849851,0.9005037220078528,52.347078472510084,0.0,6.914431321027625
SELL,99.3738631958994,0.0202710627088203,0.2115039489658212,92.94551127104182,98.59346726710297,100.3676018278584,98.38012456394041,78.1474275864534,45.157799308395774,0.019999999999999928,-0.024623937344036895,1.7305410973518978,50.5079743766405,0.0,5.759685369571849
SELL,98.2963900467533,0.0213949160784769,0.1842819855468812,109.46153595824596,104.99719862576538,99.27935394722084,97.31342614628576,72.09878789068411,54.198691091357325,0.02000000000000011,0.006951322351441025,1.3302680641466358,44.25210036594474,0.0,5.685763566108129
SELL,95.46814143861413,0.0222915985970514,0.4829792076152385,105.18585013836947,108.26082933779712,96.42282285300027,94.51346002422798,86.73020746842512,80.94795109109967,0.020000000000000056,-0.12733422778282844,1.0714317816408192,43.52987657140511,0.0,5.999874179381638
SELL,91.12750993301854,0.0421210359133065,0.1035453140453875,109.35522930539123,101.44245927444412,92.03878503234873,90.21623483368836,76.49872677202427,56.434196781868714,0.01999999999999995,-0.14708460028508075,1.3555385053880404,50.14029733822474,0.0,6.160657039345996
SELL,107.29444752510106,0.0315664510670101,0.4991283422727913,98.79480973015816,93.6157030112476,108.36739200035207,106.22150304985006,52.721450502590805,43.293724706324234,0.019999999999999917,0.004944182534249331,1.2177619469805465,58.79584814426053,0.0,6.019622607600583
BUY,106.25802018260156,0.0224523079662401,0.3707285195429582,95.56736963325314,95.37595230060396,107.32060038442758,105.19543998077553,98.27981406569563,89.60533140377075,0.020000000000000143,0.06927532819299942,1.0968076621676528,54.88474173360833,0.0,6.213928854744459
BUY,109.9943534657226,0.0344133513324367,0.4313877197796468,105.96586394418374,93.97289153794812,111.09429700037983,108.89440993106537,68.54489405978964,56.80332759983182,0.020000000000000046,0.11900705014095969,1.2067056094073885,52.24123955896697,0.0,6.504336082861657
SELL,109.93273674147812,0.0386460269689277,0.2178477585384772,96.52507836082292,94.93714055191464,111.03206410889291,108.83340937406334,88.7566737558009,67.80591431219614,0.020000000000000108,0.15151227503642883,1.3089812982102444,50.11566593338503,0.0,6.563925242610965
SELL,101.10863411205256,0.0209049600293413,0.105726111066824,95.98766747410696,96.12830898702072,102.11972045317309,100.09754777093202,76.92426074126499,88.55709593647563,0.02000000000000012,0.10952921007465743,0.868640281381386,55.54695212385756,0.0,6.453638211879318
SELL,105.3797483036102,0.026541964061014,0.3951478074246121,94.65011984415662,101.10267573506376,106.4335457866463,104.32595082057409,97.35111601784021,57.90688256257148,0.020000000000000087,-0.017845277790753622,1.6811665849190804,52.55591450419674,0.0,6.367575285760455
BUY,108.89531459764856,0.0148754437334779,0.4336578388002703,92.59357956448471,101.75983258927666,109.98426774362505,107.80636145167207,85.22640261194502,79.71946760540504,0.020000000000000073,0.024819721000964412,1.0690789233955673,58.333535053359675,0.0,6.569581676252425
SELL,106.99294781354824,0.0172459739813872,0.3961904527814076,95.12926122033532,98.52999494483724,108.06287729168372,105.92301833541276,58.0669819366992,89.29270491278763,0.019999999999999917,-0.027286906623890328,0.6502992824207795,47.91872455361083,0.0,6.395829146465117
BUY,94.94696203486396,0.0372447141585993,0.1571401149203354,97.10639496947776,102.30841559641672,95.8964316552126,93.99749241451532,93.97518931562753,58.08969576272142,0.019999999999999945,-0.1363176716127359,1.6177600530619016,41.15915273369046,0.0,6.476907428185379
BUY,99.01088270620188,0.017257533907825,0.4013711689027877,103.4798841629146,91.63149851222732,100.0009915332639,98.02077387913987,99.75194122755832,79.35517775998154,0.019999999999999952,-0.020747500193958324,1.2570312868140592,44.55843565581919,0.0,5.027529291922085
BUY,92.5831883030299,0.0310065353466824,0.4075691128430564,91.25129684438905,91.7557647411632,93.5090201860602,91.6573564199996,63.9893554602054,59.747036107300524,0.019999999999999983,-0.1214328199353073,1.0710046827189217,45.1701083796712,0.0,6.273471007843379
BUY,109.08102054517444,0.0383618504688973,0.3634162062680219,94.21013879330684,93.43658920715316,110.17183075062619,107.9902103397227,53.82940756891411,58.26588712924604,0.020000000000000025,0.0017053621472331582,0.923858027601477,56.290704757895895,0.0,6.4712534764663365
BUY,102.1234926890176,0.0142750769237897,0.4064463731182345,106.18047280583352,100.3615499608069,103.14472761590777,101.10225776212742,62.248004641857605,46.29574776317722,0.01999999999999995,-0.04551192601045473,1.3445728308966378,53.70367009067191,0.0,6.101210166809129
SELL,94.57285611006924,0.0326924887851561,0.4383685758710929,92.9384384716754,94.27989357396628,95.51858467116993,93.62712754896855,61.60938632941005,73.5449553779496,0.02000000000000003,-0.003940156870499423,0.8377105676986351,51.851180912888516,0.0,6.0969295427518215
SELL,103.43401368811712,0.0202625113480545,0.3454416456949833,96.85290293045044,95.66568806985154,104.46835382499829,102.39967355123595,82.24228632895193,83.62098445752562,0.019999999999999973,0.04467317996790454,0.9835125339966656,47.74907808232391,0.0,6.125912879901585
SELL,102.36256480915792,0.0485170750095032,0.1354418855878716,107.2931784371628,98.00625672345988,103.3861904572495,101.33893916106634,78.44435055923823,83.40136471141031,0.020000000000000042,0.10562799451364291,0.940564351929609,47.72958515035062,0.0,5.99760793714451
SELL,97.1632543606568,0.0293418258687969,0.2950511238668843,93.09850622286883,106.2373224802076,98.13488690426337,96.19162181705022,89.25464531976816,81.36311393574374,0.020000000000000136,-0.10925609354362487,1.0969915111568471,42.64695829670602,0.0,5.495002454497187
SELL,92.27115184399258,0.0422397019910063,0.131059733868642,91.6547367123638,90.2772427182572,93.19386336243251,91.34844032555266,73.09668107347733,80.32049415712014,0.019999999999999987,-0.09647477368431734,0.910062641315273,40.40973185750997,0.0,5.45286156818748
BUY,103.431463911856,0.0320090616862504,0.2630172124129724,99.69075990160022,102.98757640473244,104.46577855097456,102.39714927273744,73.5368546498557,54.093509113233225,0.020000000000000052,0.09366966554839595,1.3594395305789384,51.23009118225973,0.0,5.454598650557591
SELL,100.40615401807588,0.0117365013141927,0.262842595650251,96.04839022557071,103.3775306208137,101.41021555825664,99.40209247789512,71.21536660411925,41.60783754442508,0.019999999999999966,-0.02927334599207465,1.7115853836663846,47.330937145483105,0.0,5.455603724600272
SELL,105.4463678347128,0.0353260550237609,0.1264039376560966,101.26816728967708,105.97311560713273,106.50083151305994,104.39190415636567,92.13215086755616,53.86325492182712,0.0200000000000001,0.030126277426755,1.7104824241343133,48.178933990644886,50.246644225620166,5.083677918926246
BUY,100.40327002223988,0.0480561336882662,0.2395282135877917,106.0760978096695,108.65505878120626,101.40730272246228,99.39923732201748,86.73054082904326,81.79632699935925,0.019999999999999945,0.033346100672550394,1.0603231709795409,46.63230267486421,49.41774637182966,4.224587543847233
SELL,107.0436300063708,0.0340644728058532,0.1443992395165259,92.74296976305486,90.4027569789858,108.11406630643451,105.9731937063071,98.4527760114367,68.63604423455087,0.019999999999999934,0.16009855591002897,1.434417981034113,56.54362595872533,51.022582801615265,4.734250924947811
BUY,101.0381367754897,0.0427675543770716,0.4232940840036888,101.6139816910857,93.07567411026432,102.0485181432446,100.0277554077348,83.93366295623902,50.53427645843817,0.02000000000000011,-0.023139256139755315,1.6609253920685074,51.07407037384198,50.780411349976944,4.225744770947663
SELL,101.21875943070772,0.0453682585339363,0.4790752103857884,100.11017520779728,107.72342588111988,102.2309470250148,100.20657183640064,80.92998654440541,63.682104399962356,0.020000000000000035,0.008093183337004817,1.2708434699865983,54.89959116382284,49.15903276175302,4.158981225553126
BUY,107.5330720531669,0.0191231908779573,0.1289265901031754,92.881575720264,99.1703712437403,108.60840277369857,106.45774133263524,88.64257586788236,44.93296888419963,0.01999999999999997,0.019789247001139154,1.972773623674913,49.00698573294778,50.63047945363975,4.630978326675535
SELL,98.06965732424794,0.018481793596329,0.4820460829166806,102.47996971057964,101.29181277866928,99.05035389749042,97.08896075100546,88.55150451828882,86.38767853613751,0.02000000000000007,-0.023242397358920974,1.0250478541450292,47.48045581923643,50.79381511973349,4.542615542627541
SELL,92.68030456901282,0.0344392395540396,0.3090306397346981,95.47280835721544,103.26054407446294,93.60710761470295,91.75350152332268,61.971190492812454,72.87665150312483,0.020000000000000163,-0.13418197268257004,0.8503572708969986,48.79126584805068,47.356105906493575,4.44927598867514
BUY,90.57565352626678,0.0264411387922681,0.2198262711815495,99.75668637088025,103.58133208991276,91.48141006152944,89.66989699100411,69.26678354921975,66.9789953854089,0.02000000000000001,-0.10354984348603868,1.0341568000580623,41.011911281538545,47.301882091017866,5.608394048439209
BUY,105.10274511347238,0.0435944521146688,0.1307448301104654,91.64544648554124,108.63480806633017,106.15377256460711,104.05171766233765,90.3950444323936,51.663226544798356,0.0200000000000001,0.038372192117446025,1.7496980049535433,51.612143026665336,49.36420091417176,5.798533424524291
BUY,102.4061910270693,0.0460009249359204,0.3002497072281671,99.19168114427248,109.9389883482334,103.43025293733999,101.38212911679861,85.88991109246302,88.42904976483155,0.019999999999999917,-0.047677248758993485,0.9712861476083485,53.17819655849237,49.653695327683806,5.6109976040129785
BUY,104.08159536198448,0.0241368551721087,0.4178062177962994,96.1292693608564,104.4031492186188,105.12241131560432,103.04077940836464,70.82484475898636,73.28899639435068,0.019999999999999928,0.06130273319768276,0.9663776041935536,57.44986193090805,50.29842097197992,5.715737551053737
BUY,94.2592832301782,0.0194748223589792,0.3828345909066792,106.4476242237071,95.744424184103,95.20187606247998,93.31669039787641,85.52749624072663,87.69202973469234,0.02000000000000005,0.017036830732354957,0.9753166449645704,44.114979058726476,49.33723970990713,5.636733486495763
BUY,92.7274295117354,0.0412210206097544,0.1200904045855895,91.13957453994736,107.59504804588688,93.65470380685275,91.80015521661804,77.31843686646214,42.9510088074221,0.020000000000000063,0.02375667082373978,1.8001541522605558,44.9769404212493,47.35407904845034,6.016797879521644
BUY,90.29089331335764,0.0209922414219254,0.1291607341471614,98.3721454983666,90.98441829081524,91.19380224649122,89.38798438022407,70.91166446404164,75.61752241760806,0.019999999999999945,-0.14092735431527859,0.9377676256442872,39.73638251982721,47.1811336022656,6.513748362610189
BUY,97.01175117613194,0.0429045727405471,0.2611493130530549,99.16862848262876,94.62161705748991,97.98186868789325,96.04163366437062,76.84539039659899,78.1430958803886,0.01999999999999993,-0.05267689186400293,0.9833932162655815,47.75422329234433,51.044415550121144,5.538795021353624
SELL,101.79835373709268,0.0269495301459505,0.2181161976191773,104.50012152598238,107.94771434927428,102.8163372744636,100.78037019972176,92.4387525791484,57.69955746043284,0.01999999999999994,-0.021937035236161972,1.602070390687434,46.43929670023945,51.898806148846425,5.760767040227334
SELL,97.84488090199464,0.0367019959716588,0.1929537292224191,101.48575150180422,95.1238302887871,98.8233297110146,96.86643209297469,50.85458124652044,63.8809469039312,0.020000000000000108,0.03803972987000681,0.7960837104534222,47.770167361109884,50.0537226153974,5.548771157763721
BUY,98.74949844047458,0.0138214125533867,0.2124017995634854,103.34424674388362,94.41302119243495,99.73699342487933,97.76200345606983,72.65102815820919,55.37507861864518,0.02000000000000004,0.06494377079628899,1.3119805868885441,48.292988905018134,48.69537717263517,4.969205213147586
SELL,108.08317388987496,0.0349543729870629,0.4213930973187538,105.54098571303513,92.76250586280494,109.16400562877371,107.0023421509762,54.019473074281734,41.96901661793851,0.020000000000000042,0.19705509518848818,1.2871274433988362,50.365048535727354,49.71512267360998,5.4774615676933065
SELL,96.965109340466,0.0280707071494891,0.4716912214527415,107.24405947316376,107.18223515293832,97.93476043387066,95.99545824706134,80.3397293999571,64.2215825315943,0.020000000000000087,-0.0004807854213584317,1.2509771048996432,49.282770798698,50.69138890477767,5.339705542188281
SELL,100.27978978319622,0.0334643385270189,0.2620410778110266,96.2775099344494,100.00116518382174,101.28258768102819,99.27699188536425,68.13162812975207,66.35567055505011,0.020000000000000115,-0.014917372414669394,1.0267642169776727,55.07130184881588,49.71438010828421,4.997289431229187
SELL,105.67306025482286,0.0167205683097945,0.4624444008529988,100.76045410727806,103.49786406108308,106.72979085737109,104.61632965227463,66.3673424379594,45.29790023023713,0.019999999999999993,0.08000601851280531,1.4651306591692022,59.651222867452496,51.4296771250507,5.386752128926822
BUY,97.9308556464254,0.0394749497977672,0.2285982804991528,106.802161568784,94.7813276815006,98.91016420288966,96.95154708996114,91.48845466065401,70.90414048449144,0.020000000000000143,-0.008290095716715462,1.2903118777352895,44.979785282800854,47.93511452159442,4.9536041650899865
SELL,102.44173400455747,0.0445118831017291,0.2905747945375166,109.78902261930114,105.16080842022431,103.46615134460305,101.4173166645119,87.78468624144566,80.47688820787893,0.019999999999999976,-0.052195357355674044,1.0908061703849927,50.024263262731054,49.213136940778696,3.812715132802478
BUY,107.2472741749349,0.018669592003631,0.1904115991263999,107.79038622087526,105.20011089924196,108.31974691668425,106.17480143318555,67.80704067077788,78.97166798330213,0.02000000000000004,0.10603984159256652,0.8586249017372768,52.07246924048722,50.0845225880905,4.083465710730267
SELL,108.99041247315284,0.0138285822208064,0.3561904168703376,97.42934525248754,96.251960498166,110.08031659788438,107.90050834842131,57.70149418218388,70.2609410722209,0.020000000000000073,0.08686319256142139,0.8212456778035513,60.78486306500192,51.725174707420905,4.690656788148767
SELL,92.94146961858075,0.0109455434418534,0.4915924460699236,93.903330344373,98.21365266020564,93.87088431476656,92.01205492239495,55.924046297486996,45.82550913533904,0.01999999999999988,-0.12048094950161192,1.2203693388352694,50.12923179040339,49.0883187261799,5.4214851002306075
SELL,108.53175250322988,0.0356788600177306,0.3413972384173515,99.78785074813176,94.19380554860402,109.61707002826218,107.44643497819759,85.34832516968726,58.4526047394306,0.019999999999999928,0.10824879234261475,1.460128689483571,59.503790761520996,52.131471467207575,5.661037900596022
BUY,99.84232586159077,0.0342837614435512,0.2431256336454195,104.83282903672084,109.53122046645808,100.84074912020668,98.84390260297485,69.62669227459446,55.40504390322184,0.02000000000000015,-0.025374503548046823,1.2566850841892172,51.44513224767109,51.40202163868125,5.418677168699137
SELL,95.16488776597916,0.0318678965085628,0.3591269783962113,99.85138141506596,102.91205154116824,96.11653664363895,94.21323888831937,89.87496634677356,54.57535780456389,0.020000000000000018,-0.11265914683526335,1.6468048941089979,46.6095461106476,47.97371335746621,5.633302912776211
BUY,99.18271512476522,0.019277883844639,0.149168271386155,99.66361726627338,108.69087761431032,100.17454227601287,98.19088797351758,75.74099050474268,63.440553414776346,0.019999999999999914,-0.08998678990047415,1.1938891831161496,50.683335575937306,48.829702228882184,5.678954052777193
SELL,109.60065150570956,0.0256362398362205,0.4554636321061595,106.764608421636,96.06771087258268,110.69665802076666,108.50464499065247,94.93292231338367,70.47611921913554,0.02000000000000005,0.1792437967195466,1.3470225567434118,55.051591711805955,49.93628761072881,6.097391775510028
BUY,99.8523618798574,0.0337790534074469,0.3012335803119346,97.22807558134372,105.6378182599378,100.85088549865597,98.85383826105883,71.45532154157989,75.00850634010345,0.01999999999999996,-0.0799709801342624,0.9526295752119233,46.183003737479886,48.418292356528006,5.977445222651249
SELL,96.57503220575016,0.0298706743543667,0.2797398968158568,107.19589349623293,105.31717287769484,97.54078252780766,95.60928188369266,52.921369339491086,67.70199896006368,0.020000000000000014,-0.03272453468652148,0.7816810455314879,49.804916926127504,49.2760323242304,6.252248512095379
BUY,102.66801708633452,0.0495114208085955,0.3343459153814077,98.13609601903448,103.83311303733085,103.69469725719786,101.64133691547117,85.36136598955758,41.129371559636844,0.019999999999999973,0.07884346313533586,2.0754356979423036,51.162092310632,49.56947066938363,5.969683304354667
BUY,94.80291237556386,0.0154575901022693,0.349913545115761,96.56466211356678,109.312779505336,95.75094149931951,93.85488325180822,65.38965150815207,55.48170199405462,0.02000000000000015,-0.04415893176237273,1.1785804895346104,44.834921477617705,47.79309276776559,5.62402900588878
SELL,91.51726656217328,0.0378057821619037,0.1287103224906052,99.07979822399398,97.87110672212631,92.43243922779502,90.60209389655154,79.48736423597447,77.25852924358837,0.02000000000000014,-0.16499340738493917,1.0288490475280772,46.817733279751984,47.58692230110565,5.834378380350336
BUY,92.57759443821298,0.0261727507241716,0.3730468884893609,105.24893917349738,92.61434647179514,93.50337038259511,91.65181849383086,88.99742989960701,88.10257956084911,0.01999999999999988,-0.07285523651806491,1.0101569140553746,44.9321219957078,49.617445417542484,5.33322520872069
SELL,92.56091677915543,0.0271279845970245,0.1967726721262118,92.52004055727988,103.4341771848812,93.48652594694698,91.63530761136388,57.78583785886067,66.00413160745391,0.01999999999999989,-0.041564732984429975,0.8754881920691762,42.064118291457014,48.94480749444529,5.572500478785575
SELL,93.03805387024588,0.038703910626327,0.3855810530026359,93.92838431744036,104.58619600954412,93.96843440894834,92.10767333154341,84.63361189900445,57.51987939442702,0.02000000000000014,-0.0937971092593588,1.4713802041193191,41.26045189522161,50.07589206573135,5.708347151407939
SELL,92.7765434529882,0.0376974460529747,0.4290139177536787,109.02889651326184,101.5012114691763,93.70430888751808,91.8487780184583,72.98970037588046,60.887172912035645,0.02000000000000014,-0.021374542952311004,1.1987697387320277,49.89074542095372,47.12385198266857,5.824088686714299
SELL,102.81749489606428,0.0496502397480875,0.4215834030210081,93.50983254762714,94.13635786266792,103.84566984502491,101.78931994710364,98.09759812656223,45.156786965142246,0.01999999999999994,0.12347646251228528,2.172377724317779,45.91421920725882,50.12110616880053,4.349683035560763
SELL,93.6376016879829,0.015135771578165,0.3210003869631557,101.35454635862108,100.0891188333871,94.57397770486273,92.70122567110306,88.1897064515338,58.06782223599946,0.0200000000000001,0.011449932958426112,1.5187362473819923,45.594428069899564,49.837717130750505,4.16525402060087
SELL,96.91334566647728,0.0141643859753666,0.3080679569243004,101.58628933323877,96.2437947313826,97.88247912314206,95.9442122098125,52.66157289379107,73.63670350130553,0.02000000000000011,0.04702231826102676,0.7151538619012987,51.266679787172826,48.84618621651677,4.178140653919283
SELL,107.93576819812024,0.0389735526851496,0.1571503845357647,99.7924892410049,98.54933056333378,109.01512588010145,106.85641051613904,68.04371783594284,74.42995309998574,0.02000000000000009,0.16012495648985992,0.9141980478664833,55.75692445683619,50.952615354670804,5.368482530100089
SELL,99.47923280525744,0.0331354766802563,0.4101384601612542,102.89490497153638,102.90437151689328,100.47402513331001,98.48444047720487,62.93184557645493,46.80059925237105,0.019999999999999882,0.07224551705427174,1.3446803367548723,43.16679520170921,50.39150566623153,5.4691163418016675
SELL,103.35115477042056,0.0209664266623922,0.2085637521786857,94.59653451595236,104.9042948538167,104.38466631812477,102.31764322271636,77.20566972513356,83.98076514995061,0.020000000000000046,0.005190360598609667,0.9193256286494517,52.565692327572286,51.879506988767176,5.592063064701847
SELL,93.4463974240326,0.0131767747595594,0.2986781691271786,101.05324535553495,94.64449381802686,94.38086139827293,92.51193344979227,83.71660251504917,59.32620249057139,0.02000000000000009,-0.00204196028628989,1.411123567436208,47.90899126398327,48.298982010243506,5.513129978088551
SELL,93.84578037617342,0.0134263299838572,0.2137096371710067,97.44346510493794,98.10650721293906,94.78423817993516,92.90732257241169,90.84521417591765,80.69035707548649,0.020000000000000035,-0.03165266113978504,1.1258496982442736,43.61799015503991,48.872310392127616,5.3964938523672155
BUY,90.81737232532956,0.0457676349865647,0.1535313451998772,103.23334519258378,95.38323141983258,91.72554604858286,89.90919860207626,62.458352343311745,63.403608113621644,0.02000000000000007,-0.15859798988384655,0.9850914512867015,46.8999234028968,47.4678485442508,5.650468957978286
BUY,93.3787012614433,0.0176746929887497,0.3518230787566946,92.824470867463,93.97263227723738,94.31248827405773,92.44491424882887,73.26999012737166,41.278126925494256,0.01999999999999996,-0.06132467422378163,1.7750318526291518,51.464382155389636,48.77357165209726,5.597474680821436
SELL,95.57180678063918,0.0229348624846208,0.1217328139291615,101.41754833678952,105.66774439991676,96.52752484844557,94.61608871283279,81.94958540414163,75.32140627432835,0.019999999999999903,-0.07527103114679334,1.0879986108436794,52.3142855833053,47.96552645584267,5.302832337872576
SELL,93.54020968553492,0.0190662560890795,0.39945809365048,93.70540710766647,108.18505388873984,94.47561178239027,92.60480758867956,89.02331752935632,87.7287687283611,0.020000000000000136,0.0010039152293548348,1.0147562630778055,50.73405094856029,48.651267697222096,5.309448025519875
SELL,91.77405067514113,0.0241998522332774,0.2270347181044466,95.57286126230072,97.40464371369154,92.69179118189254,90.85631016838971,55.941736980865954,79.52892348961666,0.02000000000000007,-0.022075896142883855,0.7034137332581347,49.07050001446199,48.310715196496076,5.543823314505611
SELL,92.41271742201202,0.0127769537098437,0.1000538772017941,94.37419600647166,105.02557848747534,93.33684459623214,91.4885902477919,58.53984230265999,46.93286843505838,0.01999999999999995,0.017566519002196523,1.2473101313035921,49.733932002947896,47.23952072370052,3.839346937637308
SELL,99.21557536065453,0.0307623916363308,0.3044516556948919,93.65675559737636,107.93990578728824,100.20773111426107,98.22341960704799,63.07820605561392,54.86511071427544,0.01999999999999988,0.06250755279696008,1.149696140642336,47.23494107095478,50.21125923074248,3.804094649713596
SELL,94.12667436811586,0.0127045025436885,0.1187407634110412,106.51421903121334,106.92248421060464,95.06794111179701,93.1854076244347,50.594799536993506,65.08277619307486,0.019999999999999917,-0.015120907108518433,0.7773915387248514,50.40060480901729,50.266945662221325,2.306271790427868
SELL,97.28539722096151,0.0420142603128944,0.2104678231283598,95.7141513532178,93.65626777078452,98.25825119317113,96.3125432487519,59.86805102151768,55.59187635576322,0.0200000000000001,0.040038263202714974,1.0769208549036848,50.305336869375665,51.23356762040621,2.545582397122076
SELL,100.06834541709712,0.0193484832764173,0.3827905949822865,108.542475637289,109.12583763026724,101.06902887126809,99.06766196292615,81.47783381513337,53.64294135776742,0.019999999999999934,0.09037734175334466,1.5188919872334066,42.53356835110133,49.032667811129045,3.1411135963417793
